Kingdom,Phylum,Class,Order,Family,Genus
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Terracoccus
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Terribacillus
Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Terriglobus
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,Terrimicrobium
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas
Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Terrisporobacter
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Tetrasphaera
Bacteria,Proteobacteria,Alphaproteobacteria,Thalassobaculales,Thalassobaculaceae,Thalassobaculum
Bacteria,Firmicutes,Clostridia,Thermincolales,Thermincolaceae,Thermincola
Bacteria,Proteobacteria,Gammaproteobacteria,Acidithiobacillales,Acidithiobacillaceae,Thermithiobacillus
Bacteria,Firmicutes,Bacilli,Thermoactinomycetales,Thermoactinomycetaceae,Thermoactinomyces
Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Thermobacillus
Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Thermocatellispora
Bacteria,Firmicutes,Bacilli,Thermoactinomycetales,Thermoactinomycetaceae,Thermoflavimicrobium
Bacteria,Actinobacteriota,Thermoleophilia,Thermophilales,Thermoleophilaceae,Thermoleophilum
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Thermomonas
Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Thermomonospora
Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,Thermosporothrix
Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Thioalkalispiraceae,Thioalkalispira-Sulfurivermis
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Hydrogenophilaceae,Thiobacillus
Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Tissierella
Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Tistrellaceae,Tistrella
Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,TM7a
Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Tolypothrix
Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema
Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,Trichlorobacter
Bacteria,Deinococcota,Deinococci,Deinococcales,Trueperaceae,Truepera
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Tsukamurellaceae,Tsukamurella
Bacteria,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Tumebacillus
Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tundrisphaera
Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Turicibacter
Bacteria,Spirochaetota,Leptospirae,Leptospirales,Leptospiraceae,Turneriella
Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Tuwongella
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Tuzzerella
Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Phormidiaceae,Tychonema CCAP 1459-11B
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Tyzzerella
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,UBA6140
Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-005
Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,UCG-012
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Uliginosibacterium
Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Umezawaea
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Undibacterium
Bacteria,Firmicutes,Bacilli,Mycoplasmatales,Mycoplasmataceae,Ureaplasma
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Ureibacillus
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,UTBCD1
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,UTCFX1
Bacteria,Cyanobacteria,Vampirivibrionia,Vampirovibrionales,Vampirovibrionaceae,Vampirovibrio
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Variibacter
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax
Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Veillonella
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Verruc-01
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Verrucomicrobium
Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Verrucosispora
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Verticiella
Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Vicinamibacter
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Virgibacillus
Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Virgisporangium
Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Vitiosangium
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Chromobacteriaceae,Vogesella
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Vulcaniibacterium
Bacteria,Myxococcota,Myxococcia,Myxococcales,Vulgatibacteraceae,Vulgatibacter
Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Waddliaceae,Waddlia
Bacteria,Methylomirabilota,Methylomirabilia,Methylomirabilales,Methylomirabilaceae,wb1-A12
Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Nitrosococcaceae,wb1-P19
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,WCHB1-32
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Williamsia
Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Wohlfahrtiimonadaceae,Wohlfahrtiimonas
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Xanthobacter
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Xenophilus
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xylella
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Xylophilus
Bacteria,Gemmatimonadota,Longimicrobia,Longimicrobiales,Longimicrobiaceae,YC-ZSS-LKJ147
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Z-35
Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Z195MB87
Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Zavarzinella
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Zhizhongheella
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Zoogloea
Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,ZOR0006
